"Feature","Gain","Cover","Frequency","pos","explicacion_final"
"iter_5_var_622",0.12554040270934,0.00196835284597217,0.000348270257719991,1,"((((mcaja_ahorro_+_mprestamos_personales)_+_(mtarjeta_visa_consumo_+_mpasivos_margen_lag1))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_+_((ctrx_quarter_+_mpayroll)_x_(mtarjeta_visa_consumo_+_mpasivos_margen))))_+_((((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen_lag1)_+_(mcuenta_debitos_automaticos)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_+_((ctrx_quarter_+_mpayroll)_x_(mtarjeta_visa_consumo_+_mpasivos_margen))))"
"iter_5_var_640",0.0447526370650869,0.00278970577412947,0.000464360343626654,2,"((((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo))_x_((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual)))_+_((((mprestamos_personales_+_mcuentas_saldo)_+_(mpayroll_x_ctarjeta_visa_transacciones))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((ctrx_quarter_+_mpayroll)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual)))"
"iter_5_var_693",0.0423342464782195,0.00205332216816274,0.000696540515439981,3,"((((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual)))_+_((((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo))_x_((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo)))_+_(((ctrx_quarter_+_mpayroll)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual)))"
"iter_5_var_779",0.039012768902396,0.000918421441857215,0.000116090085906664,4,"((((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen_lag1)_+_(mcuenta_debitos_automaticos)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_+_((ctrx_quarter_+_mpayroll)_x_(mtarjeta_visa_consumo_+_mpasivos_margen))))_+_((((mcaja_ahorro_+_mprestamos_personales)_+_(mtarjeta_visa_consumo_+_mpasivos_margen_lag1))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen_lag1)_+_(mcuenta_debitos_automaticos))))"
"iter_5_var_691",0.0316094764945623,0.000918421441857215,0.000116090085906664,5,"((((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual)))_+_((((mprestamos_personales_+_mcuentas_saldo)_+_(mpayroll_x_ctarjeta_visa_transacciones))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((ctrx_quarter_+_mpayroll)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual)))"
"iter_5_var_615",0.0264330512509915,0.000918421441857215,0.000116090085906664,6,"((((mcaja_ahorro_+_mprestamos_personales)_+_(mtarjeta_visa_consumo_+_mpasivos_margen_lag1))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_+_((ctrx_quarter_+_mpayroll)_x_(mtarjeta_visa_consumo_+_mpasivos_margen))))_+_((((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual)))"
"iter_5_var_614",0.0171180506298357,0.00183684288371443,0.000232180171813327,7,"((((mcaja_ahorro_+_mprestamos_personales)_+_(mtarjeta_visa_consumo_+_mpasivos_margen_lag1))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_+_((ctrx_quarter_+_mpayroll)_x_(mtarjeta_visa_consumo_+_mpasivos_margen))))_+_((((mpayroll_+_mtarjeta_visa_consumo)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual))_+_(((mprestamos_personales_+_mcuentas_saldo)_+_(mpayroll_x_ctarjeta_visa_transacciones))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo))))"
"iter_5_var_722",0.0137289668621919,0.00183684288371443,0.000232180171813327,8,"((((mcaja_ahorro_+_mprestamos_personales)_x_(mpayroll_+_Visa_mpagominimo))_x_(cproductos))_+_(((mprestamos_personales_+_mcuentas_saldo)_+_(mpayroll_x_ctarjeta_visa_transacciones))_x_((mcuenta_debitos_automaticos)_+_(mpayroll_+_Visa_mpagominimo))))_+_((((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo))_x_((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo)))_+_(((ctrx_quarter_+_mpayroll)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual)))"
"iter_5_var_751",0.0128576470390765,0.00275526432557164,0.000348270257719991,9,"((((mcaja_ahorro_+_mprestamos_personales)_x_(mpayroll_+_Visa_mpagominimo))_x_(cproductos))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_x_((mcuenta_debitos_automaticos)_+_(mpayroll_+_Visa_mpagominimo))))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen)_+_(mtarjeta_master_consumo)))"
"iter_5_var_778",0.012561935571599,0.00237640839143552,0.00104481077315997,10,"((((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen_lag1)_+_(mcuenta_debitos_automaticos)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_+_((ctrx_quarter_+_mpayroll)_x_(mtarjeta_visa_consumo_+_mpasivos_margen))))_+_((((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen_lag1)_+_(mcuenta_debitos_automaticos)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen)_+_(mtarjeta_master_consumo))))"
"iter_4_var_709",0.0120507330457635,0.00367368576742886,0.000464360343626654,11,"(((mcaja_ahorro_+_mprestamos_personales)_x_(mpayroll_+_Visa_mpagominimo))_x_(cproductos))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_x_((mcuenta_debitos_automaticos)_+_(mpayroll_+_Visa_mpagominimo)))"
"iter_5_var_695",0.0115156646995353,0.000953189431094984,0.000232180171813327,12,"((((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual)))_+_((((mcaja_ahorro_+_mprestamos_personales)_+_(mtarjeta_visa_consumo_+_mpasivos_margen_lag1))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen_lag1)_+_(mcuenta_debitos_automaticos))))"
"iter_5_var_745",0.0110784919318337,0.00183684288371443,0.000232180171813327,13,"((((mcaja_ahorro_+_mprestamos_personales)_x_(mpayroll_+_Visa_mpagominimo))_x_(cproductos))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_x_((mcuenta_debitos_automaticos)_+_(mpayroll_+_Visa_mpagominimo))))_+_((((mprestamos_personales_+_mcuentas_saldo)_+_(mpayroll_x_ctarjeta_visa_transacciones))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((ctrx_quarter_+_mpayroll)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual)))"
"iter_4_var_638",0.0108079679322903,0.00199043730774703,0.000580450429533318,14,"(((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((ctrx_quarter_+_mpayroll)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual))"
"iter_4_var_738",0.00837232235769645,0.0112659284395381,0.00220571163222661,15,"(((mprestamos_personales_+_mcuentas_saldo)_+_(mpayroll_x_ctarjeta_visa_transacciones))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((mcaja_ahorro_+_mprestamos_personales)_x_(mpayroll_+_Visa_mpagominimo))_x_(ctarjeta_visa_transacciones_+_ctrx_quarter_tend6))"
"iter_5_var_719",0.00741916869688032,0.00426680394666003,0.000812630601346645,16,"((((mcaja_ahorro_+_mprestamos_personales)_x_(mpayroll_+_Visa_mpagominimo))_x_(cproductos))_+_(((mprestamos_personales_+_mcuentas_saldo)_+_(mpayroll_x_ctarjeta_visa_transacciones))_x_((mcuenta_debitos_automaticos)_+_(mpayroll_+_Visa_mpagominimo))))_+_((((mpayroll_+_mtarjeta_visa_consumo)_x_(mcaja_ahorro_+_mprestamos_personales))_+_((ctrx_quarter_+_mpayroll)_x_(mtarjeta_visa_consumo_+_mpasivos_margen)))_+_(((mcaja_ahorro_+_mprestamos_personales)_x_(mpayroll_+_Visa_mpagominimo))_x_(cproductos)))"
"iter_5_var_642",0.00738073077949751,0.00089568389872248,0.000232180171813327,17,"((((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo))_x_((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual)))_+_((((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo))_x_((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo)))_+_(((ctrx_quarter_+_mpayroll)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual)))"
"iter_5_var_733",0.00734325035915751,0.000967625966418625,0.000232180171813327,18,"((((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_x_(mcaja_ahorro_+_mprestamos_personales))_+_((ctrx_quarter_+_mpayroll)_x_(mtarjeta_visa_consumo_+_mpasivos_margen))))_+_((((mprestamos_personales_+_mcuentas_saldo)_+_(mpayroll_x_ctarjeta_visa_transacciones))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((ctrx_quarter_+_mpayroll)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual)))"
"iter_5_var_609",0.00699047753489404,0.00239488371937946,0.00116090085906664,19,"((mcomisiones_mantenimiento_tend6_/_ctrx_quarter)_/_(cproductos))_/_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_+_(cproductos_tend6_/_ccomisiones_mantenimiento_tend6))"
"iter_5_var_704",0.00636121668965226,0.00333994400617911,0.000464360343626654,20,"((((mpayroll_+_mtarjeta_visa_consumo)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_+_((ctrx_quarter_+_mpayroll)_x_(mtarjeta_visa_consumo_+_mpasivos_margen))))_+_((((mcaja_ahorro_+_mprestamos_personales)_x_(mpayroll_+_Visa_mpagominimo))_x_(cproductos))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_x_((mcuenta_debitos_automaticos)_+_(mpayroll_+_Visa_mpagominimo))))"
"iter_5_var_711",0.0059906803416724,0.00367368576742886,0.000464360343626654,21,"((((mpayroll_+_mtarjeta_visa_consumo)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_+_((ctrx_quarter_+_mpayroll)_x_(mtarjeta_visa_consumo_+_mpasivos_margen))))_+_((((mpayroll_+_mtarjeta_visa_consumo)_x_(mcaja_ahorro_+_mprestamos_personales))_+_((ctrx_quarter_+_mpayroll)_x_(mtarjeta_visa_consumo_+_mpasivos_margen)))_+_(((mprestamos_personales_+_mcuentas_saldo)_+_(mpayroll_x_ctarjeta_visa_transacciones))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo))))"
"iter_5_var_739",0.0051963636343836,0.000102018182953731,0.000116090085906664,22,"((((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_x_(mcaja_ahorro_+_mprestamos_personales))_+_((ctrx_quarter_+_mpayroll)_x_(mtarjeta_visa_consumo_+_mpasivos_margen))))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen)_+_(mtarjeta_master_consumo)))"
"iter_5_var_661",0.00430989206124053,0.000386778842212553,0.000232180171813327,23,"((((mcaja_ahorro_+_mprestamos_personales)_+_(mtarjeta_visa_consumo_+_mpasivos_margen_lag1))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((mcaja_ahorro_+_mprestamos_personales)_+_(mtarjeta_visa_consumo_+_mpasivos_margen_lag1))_+_((mtarjeta_visa_consumo_+_mpasivos_margen)_+_(mtarjeta_master_consumo))))_+_((((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen_lag1)_+_(mcuenta_debitos_automaticos)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen)_+_(mtarjeta_master_consumo))))"
"Visa_fechaalta_lag1",0.00399769906026316,0.0060482380328942,0.00568841420942652,24,"Visa_fechaalta_lag1"
"iter_5_var_750",0.00398855105541116,0.000786911479599474,0.000116090085906664,25,"((((mcaja_ahorro_+_mprestamos_personales)_x_(mpayroll_+_Visa_mpagominimo))_x_(cproductos))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_x_((mcuenta_debitos_automaticos)_+_(mpayroll_+_Visa_mpagominimo))))_+_((((mpayroll_+_mtarjeta_visa_consumo)_x_(mcaja_ahorro_+_mprestamos_personales))_+_((ctrx_quarter_+_mpayroll)_x_(mtarjeta_visa_consumo_+_mpasivos_margen)))_+_(((mprestamos_personales_+_mcuentas_saldo)_+_(mpayroll_x_ctarjeta_visa_transacciones))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo))))"
"iter_4_var_619",0.00376597267637336,0.00271925891902042,0.000812630601346645,26,"(((mcaja_ahorro_+_mprestamos_personales)_+_(mtarjeta_visa_consumo_+_mpasivos_margen_lag1))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((ctrx_quarter_+_mpayroll)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual))"
"iter_5_var_817",0.00372920258682357,0.000990191646037602,0.00139308103087996,27,"((ccomisiones_mantenimiento_tend6_/_mcaja_ahorro_lag1)_/_(mprestamos_personales_+_mtarjeta_visa_consumo))_+_((mcomisiones_mantenimiento_tend6_/_ctrx_quarter)_/_(cproductos))"
"iter_3_var_591",0.00360355623831933,0.0125334906136569,0.00301834223357325,28,"(cdescubierto_preacordado_tend6)_/_((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))"
"iter_4_var_779",0.00350471582206831,0.000506017749445199,0.000464360343626654,29,"(((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen_lag1)_+_(mcuenta_debitos_automaticos)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_+_((ctrx_quarter_+_mpayroll)_x_(mtarjeta_visa_consumo_+_mpasivos_margen)))"
"iter_1_var_205",0.0034950114879707,0.00666924966073283,0.00545623403761319,30,"mactivos_margen_tend6_x_mactivos_margen_tend6"
"iter_1_var_301",0.00334843970252741,0.00744880538185787,0.00348270257719991,31,"mprestamos_personales_/_mprestamos_personales_lag1"
"iter_3_var_788",0.00320873499361422,0.00476443475653625,0.00487578360807987,32,"(ctarjeta_visa_transacciones_+_ctrx_quarter_tend6)_+_(cproductos)"
"cliente_edad",0.00317346622995795,0.0117258867667602,0.00684931506849315,33,"cliente_edad"
"mrentabilidad_annual_tend6",0.00310708184618722,0.00197725537608842,0.00545623403761319,34,"mrentabilidad_annual_tend6"
"iter_2_var_424",0.00305757354111343,0.00546902361208782,0.00325052240538658,35,"(mtarjeta_visa_consumo_+_mpasivos_margen_lag1)_/_(mcomisiones_mantenimiento_tend6_/_cpayroll_trx)"
"iter_5_var_723",0.00299891939207185,0.000985070113268025,0.000696540515439981,36,"((((mcaja_ahorro_+_mprestamos_personales)_x_(mpayroll_+_Visa_mpagominimo))_x_(cproductos))_+_(((mprestamos_personales_+_mcuentas_saldo)_+_(mpayroll_x_ctarjeta_visa_transacciones))_x_((mcuenta_debitos_automaticos)_+_(mpayroll_+_Visa_mpagominimo))))_+_((((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen_lag1)_+_(mcuenta_debitos_automaticos)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen)_+_(mtarjeta_master_consumo))))"
"iter_4_var_522",0.00299049063432591,0.0048960822096066,0.0012769909449733,37,"(((mcaja_ahorro_+_mprestamos_personales)_x_(mpayroll_+_Visa_mpagominimo))_x_(ctarjeta_visa_transacciones_+_ctrx_quarter_tend6))_/_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen_lag1)_+_(mcuenta_debitos_automaticos)))"
"ccajas_transacciones_tend6",0.00291059731096676,0.00942030333016841,0.00452751335035988,38,"ccajas_transacciones_tend6"
"iter_1_var_695",0.00289826448064074,0.00458382338782656,0.00243789180403994,39,"mprestamos_personales_+_cproductos_tend6"
"iter_5_var_721",0.00289795314253157,0.00213535262423386,0.000580450429533318,40,"((((mcaja_ahorro_+_mprestamos_personales)_x_(mpayroll_+_Visa_mpagominimo))_x_(cproductos))_+_(((mprestamos_personales_+_mcuentas_saldo)_+_(mpayroll_x_ctarjeta_visa_transacciones))_x_((mcuenta_debitos_automaticos)_+_(mpayroll_+_Visa_mpagominimo))))_+_((((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen_lag1)_+_(mcuenta_debitos_automaticos)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_+_((ctrx_quarter_+_mpayroll)_x_(mtarjeta_visa_consumo_+_mpasivos_margen))))"
"iter_1_var_763",0.00289361378105735,0.00447723363535367,0.00417924309263989,41,"mcomisiones_mantenimiento_tend6_+_mactivos_margen_tend6"
"ccaja_seguridad",0.0028903549565662,0.0162284015252818,0.00359879266310657,42,"ccaja_seguridad"
"Visa_Fvencimiento_lag1",0.00279515790019951,0.00551625170621802,0.00557232412351985,43,"Visa_Fvencimiento_lag1"
"iter_2_var_181",0.00275504641476437,0.0159382271652766,0.00348270257719991,44,"(mcuenta_debitos_automaticos)_x_(mpayroll_+_Visa_mpagominimo)"
"iter_1_var_693",0.0027297206976808,0.00351545102847081,0.00406315300673323,45,"mprestamos_personales_+_mrentabilidad_annual"
"internet_tend6",0.00269559058479802,0.0160683965921115,0.00592059438123984,46,"internet_tend6"
"iter_5_var_587",0.00267827946863804,0.00026197155706936,0.000696540515439981,47,"(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_+_(cproductos_tend6_/_ccomisiones_mantenimiento_tend6))_/_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen)_+_(mtarjeta_master_consumo)))"
"iter_2_var_788",0.00267660337678681,0.00873962068965873,0.00197353146041328,48,"(mcuenta_debitos_automaticos)_+_(cpayroll_trx_x_mtarjeta_visa_consumo)"
"chomebanking_transacciones",0.00264814060139295,0.00362080336363024,0.0038309728349199,49,"chomebanking_transacciones"
"cdescubierto_preacordado",0.00262652502286888,0.00585009658557722,0.00267007197585326,50,"cdescubierto_preacordado"
"iter_4_var_816",0.00261425314560704,0.000892624728141994,0.00267007197585326,51,"((Master_status)_+_(tcallcenter_tend6))_+_(mcomisiones_mantenimiento_delta1)"
"Visa_mfinanciacion_limite_lag1",0.00256177041781641,0.00860501718411735,0.00534014395170653,52,"Visa_mfinanciacion_limite_lag1"
"iter_2_var_595",0.00255522020376356,0.00235396301627757,0.00267007197585326,53,"(mcaja_ahorro_x_mcuentas_saldo)_/_(mprestamos_personales_+_mcuentas_saldo)"
"iter_4_var_644",0.00249767709551504,0.000595300845881289,0.000348270257719991,54,"(((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_x_((ctrx_quarter_+_mpayroll)_+_(mtarjeta_master_consumo)))_+_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo))_+_((ctrx_quarter_+_mpayroll)_x_(mtarjeta_visa_consumo_+_mpasivos_margen)))"
"iter_2_var_802",0.00247173621668204,0.00228758932649197,0.00325052240538658,55,"(ccomisiones_mantenimiento_tend6_/_mtarjeta_visa_consumo)_+_(tcallcenter_tend6)"
"iter_5_var_607",0.00243388357870043,0.000147733878145261,0.000232180171813327,56,"((mcomisiones_mantenimiento_tend6_/_ctrx_quarter)_/_(cproductos))_/_(((mpayroll_+_mtarjeta_visa_consumo)_+_(mcaja_ahorro_+_mprestamos_personales))_+_((mtarjeta_visa_consumo_+_mpasivos_margen)_+_(mtarjeta_master_consumo)))"
"Master_status",0.00241190716334971,0.0103222258745129,0.00220571163222661,57,"Master_status"
"mcuenta_corriente_tend6",0.00241188939713378,0.0152936014903729,0.0051079637798932,58,"mcuenta_corriente_tend6"
"iter_4_var_817",0.00240913977279022,0.00202377882980401,0.00290225214766659,59,"((Master_status)_+_(tcallcenter_tend6))_+_((mcomisiones_mantenimiento_tend6_/_ctrx_quarter)_/_((mpayroll_+_mtarjeta_visa_consumo)_+_(mprestamos_personales_+_mcuentas_saldo)))"
"iter_2_var_794",0.00236454643323875,0.0047868113862879,0.0012769909449733,60,"(mcomisiones_mantenimiento_tend6_/_cpayroll_trx)_+_(ccomisiones_mantenimiento_tend6_/_mtarjeta_visa_consumo)"
"iter_5_var_210",0.00236026243404486,0.00132224914483293,0.00116090085906664,61,"((mcomisiones_mantenimiento_tend6_/_ctrx_quarter)_/_(cproductos))_x_((mcomisiones_mantenimiento_tend6_/_ctrx_quarter)_/_(cproductos))"
"iter_3_var_83",0.00235953097118286,0.00317000536179796,0.00174135128859995,62,"((mpayroll_+_mcaja_ahorro)_+_(mtarjeta_visa_consumo_+_mpasivos_margen_lag1))_x_(ctarjeta_visa_transacciones_+_ctrx_quarter_tend6)"
"Master_mfinanciacion_limite",0.00231992058554452,0.00271130163824084,0.00452751335035988,63,"Master_mfinanciacion_limite"
"iter_1_var_585",0.00228263495551402,0.00615199203735708,0.00417924309263989,64,"mrentabilidad_annual_delta1_/_cproductos_tend6"
"iter_1_var_520",0.00219179459750702,0.00118621917211076,0.00325052240538658,65,"ctrx_quarter_tend6_/_mcomisiones_mantenimiento_tend6"
"Master_Fvencimiento",0.00216865853214255,0.00164770708462315,0.00371488274901323,66,"Master_Fvencimiento"
"iter_4_var_753",0.00209959286347379,0.0020432165934362,0.0012769909449733,67,"(((ctrx_quarter_+_mpayroll)_x_(mcaja_ahorro_+_mprestamos_personales))_+_(ctrx_quarter_x_mrentabilidad_annual))_+_(mcomisiones_mantenimiento_delta1)"
"iter_3_var_116",0.00209472861350056,0.000994436674876816,0.00185744137450662,68,"(mcomisiones_mantenimiento_tend6_/_ctrx_quarter)_x_(mcomisiones_mantenimiento_tend6_/_mpasivos_margen_lag1)"
"ctrx_quarter_delta1",0.00208791255494847,0.00905478400485508,0.00452751335035988,69,"ctrx_quarter_delta1"
